IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,48406,8.8.4.4,443,TCP,33,11763,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,37122,192.178.202.139,443,UDP,38,27622,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,45364,192.178.203.97,443,UDP,542,546734,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.250.180.130,443,192.168.20.102,54897,UDP,61,38196,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
178.250.1.12,443,192.168.20.102,44720,TCP,29,8766,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.102,60534,54.76.29.135,443,TCP,35,9955,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AMAZON-2011L
192.168.20.102,44158,95.100.171.208,443,TCP,679,203504,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
192.168.20.102,60198,95.100.171.209,443,TCP,54,11362,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
13.35.198.106,443,192.168.20.102,50386,TCP,94,34693,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.251.209.46,443,192.168.20.102,36206,UDP,179,127604,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
178.250.1.12,443,192.168.20.102,44722,TCP,30,9089,N/A | N/A,N/A | N/A,N/A | N/A,CRITEO-EUROPE-INFRA,IP Privato/Riservato
192.168.20.102,50264,216.239.32.36,443,UDP,49,24829,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.35,443,192.168.20.102,51290,UDP,46,26056,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.102,35553,UDP,34,29051,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.36,443,192.168.20.102,53944,UDP,46,32061,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,49690,192.178.203.97,443,UDP,29,18188,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.46,443,192.168.20.102,39062,UDP,64,31352,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.102,54552,UDP,42,27987,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,32888,216.239.32.36,443,TCP,37,14560,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.35,443,192.168.20.102,60916,TCP,21,8582,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,37232,216.58.204.225,443,UDP,39,30649,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
18.65.64.9,443,192.168.20.102,36484,TCP,46,16375,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.251.140.98,443,192.168.20.102,50951,UDP,32,25589,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.132,443,192.168.20.102,50036,UDP,180,141548,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,47280,216.58.204.234,443,UDP,47,33428,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
18.65.64.9,443,192.168.20.102,36488,TCP,166,70028,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.250.181.78,443,192.168.20.102,57388,UDP,28,22715,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
