IP_1,Porta_1,IP_2,Porta_2,Protocollo,Pacchetti_Totali,Byte_Totali,Nome_Dominio_Associato,SNI_TLS,Host_HTTP,Organizzazione_WHOIS_IP_1,Organizzazione_WHOIS_IP_2
192.168.20.102,54642,216.58.209.46,443,TCP,26,12400,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,56753,216.58.209.46,443,UDP,38,30065,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,37205,8.8.8.8,443,UDP,31,28653,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
142.250.180.170,443,192.168.20.102,34204,TCP,61,38094,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,50752,192.178.202.119,443,TCP,23,10135,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
142.251.209.34,443,192.168.20.102,46373,UDP,37,27597,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.250.180.134,443,192.168.20.102,44133,UDP,33,26355,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
142.251.209.34,443,192.168.20.102,54198,TCP,23,10021,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
15.161.156.80,443,192.168.20.102,39282,TCP,39,21329,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,57342,8.8.8.8,443,UDP,32,27897,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
15.161.156.80,443,192.168.20.102,39286,TCP,24,9390,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
142.250.180.132,443,192.168.20.102,40383,UDP,38,6108,N/A | N/A,N/A | N/A,N/A | N/A,GOOGLE,IP Privato/Riservato
192.168.20.102,38272,8.8.8.8,443,UDP,516,124029,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOGL
192.168.20.102,60542,192.178.204.91,443,TCP,39,15619,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,59145,192.178.203.95,443,UDP,37,23121,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
192.168.20.102,59315,35.201.125.192,443,UDP,27,14358,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE-CLOUD
192.168.20.102,56056,23.60.189.88,443,TCP,39,10436,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI
18.65.64.40,443,192.168.20.102,46994,TCP,25,9738,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,47198,192.178.203.95,443,TCP,29,15756,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
18.65.64.40,443,192.168.20.102,47006,TCP,32,11956,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
147.154.54.13,443,192.168.20.102,53086,TCP,26,10584,N/A | N/A,N/A | N/A,N/A | N/A,OC-260,IP Privato/Riservato
192.168.20.102,41414,192.178.203.95,443,UDP,40,25922,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,GOOGLE
108.139.229.101,443,192.168.20.102,47406,TCP,32,11350,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.102,42590,63.140.62.236,443,TCP,38,11576,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AS-CLOUD-ENGINEERING
108.139.229.101,443,192.168.20.102,47412,TCP,31,11360,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
192.168.20.102,34524,96.45.36.159,443,TCP,34,16558,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,FORTINET
18.154.161.99,443,192.168.20.102,56004,TCP,41,13783,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
107.20.172.174,443,192.168.20.102,38936,TCP,35,10580,N/A | N/A,N/A | N/A,N/A | N/A,AMAZON-EC2-8,IP Privato/Riservato
18.65.64.110,443,192.168.20.102,37196,TCP,46,28196,N/A | N/A,N/A | N/A,N/A | N/A,AT-88-Z,IP Privato/Riservato
192.168.20.102,53228,52.45.237.117,443,TCP,35,10505,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
147.154.54.13,443,192.168.20.102,53100,TCP,19,6569,N/A | N/A,N/A | N/A,N/A | N/A,OC-260,IP Privato/Riservato
151.101.129.91,443,192.168.20.102,58486,TCP,38,11517,N/A | N/A,N/A | N/A,N/A | N/A,SKYCA-3,IP Privato/Riservato
104.19.147.8,443,192.168.20.102,51542,TCP,25,8388,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
185.89.210.153,443,192.168.20.102,47158,TCP,40,12515,N/A | N/A,N/A | N/A,N/A | N/A,EUADNEXUS-FR-IB-2,IP Privato/Riservato
192.168.20.102,38382,95.100.171.208,443,TCP,33,8914,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
108.139.210.8,443,192.168.20.102,56748,TCP,39,14971,N/A | N/A,N/A | N/A,N/A | N/A,AMAZO-4,IP Privato/Riservato
104.18.2.9,443,192.168.20.102,55042,TCP,26,8765,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
150.171.27.10,443,192.168.20.102,52770,TCP,43,14461,N/A | N/A,N/A | N/A,N/A | N/A,MSFT,IP Privato/Riservato
104.19.147.8,443,192.168.20.102,51558,TCP,30,8992,N/A | N/A,N/A | N/A,N/A | N/A,CLOUDFLARENET,IP Privato/Riservato
192.168.20.102,54904,52.54.123.202,443,TCP,83,51820,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.102,53238,52.45.237.117,443,TCP,41,14109,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AT-88-Z
192.168.20.102,43142,95.100.171.209,443,TCP,160,45112,N/A | N/A,N/A | N/A,N/A | N/A,IP Privato/Riservato,AKAMAI-PA
